Instance name, X location, Y location, Voltage
_375_, 47.96, 35.36, 1.79966
output31, 47.96, 35.36, 1.79966
fanout110, 47.96, 35.36, 1.79966
FILLER_0_8_90, 47.96, 35.36, 1.79966
_209_, 61.02, 35.36, 1.79954
_420_, 61.02, 35.36, 1.79954
_428_, 61.02, 35.36, 1.79954
output32, 61.02, 35.36, 1.79954
_397_, 74.08, 35.36, 1.79944
_440_, 74.08, 35.36, 1.79944
fanout112, 74.08, 35.36, 1.79944
fanout115, 74.08, 35.36, 1.79944
_421_, 87.14, 35.36, 1.79938
_422_, 87.14, 35.36, 1.79938
input1, 87.14, 35.36, 1.79938
fanout114, 87.14, 35.36, 1.79938
FILLER_0_8_169, 87.14, 35.36, 1.79938
_402_, 100.2, 35.36, 1.79933
_442_, 100.2, 35.36, 1.79933
input8, 100.2, 35.36, 1.79933
input11, 100.2, 35.36, 1.79933
fanout106, 100.2, 35.36, 1.79933
fanout108, 100.2, 35.36, 1.79933
_197_, 113.26, 35.36, 1.7993
_334_, 113.26, 35.36, 1.7993
_339_, 113.26, 35.36, 1.7993
_340_, 113.26, 35.36, 1.7993
_341_, 113.26, 35.36, 1.7993
_344_, 113.26, 35.36, 1.7993
input4, 113.26, 35.36, 1.7993
FILLER_0_9_248, 113.26, 35.36, 1.7993
_436_, 126.32, 35.36, 1.79928
input5, 126.32, 35.36, 1.79928
input6, 126.32, 35.36, 1.79928
input7, 126.32, 35.36, 1.79928
output61, 126.32, 35.36, 1.79928
FILLER_0_9_258, 126.32, 35.36, 1.79928
FILLER_0_9_266, 126.32, 35.36, 1.79928
PHY_EDGE_ROW_6_Left_16, 5.52, 29.92, 1.7999
PHY_EDGE_ROW_7_Left_17, 5.52, 29.92, 1.7999
output68, 5.52, 29.92, 1.7999
output69, 5.52, 29.92, 1.7999
output71, 5.52, 29.92, 1.7999
output72, 5.52, 29.92, 1.7999
PHY_EDGE_ROW_6_Right_6, 139.38, 29.92, 1.7995
PHY_EDGE_ROW_7_Right_7, 139.38, 29.92, 1.7995
output54, 139.38, 29.92, 1.7995
output56, 139.38, 29.92, 1.7995
output58, 139.38, 29.92, 1.7995
ANTENNA_1, 139.38, 29.92, 1.7995
FILLER_0_7_281, 139.38, 29.92, 1.7995
_291_, 13.68, 29.92, 1.7999
_292_, 13.68, 29.92, 1.7999
_297_, 13.68, 29.92, 1.7999
_298_, 13.68, 29.92, 1.7999
_299_, 13.68, 29.92, 1.7999
_207_, 34.9, 29.92, 1.7998
_376_, 34.9, 29.92, 1.7998
_423_, 34.9, 29.92, 1.7998
FILLER_0_7_57, 34.9, 29.92, 1.7998
_208_, 47.96, 29.92, 1.79971
_244_, 47.96, 29.92, 1.79971
_281_, 47.96, 29.92, 1.79971
_282_, 47.96, 29.92, 1.79971
_303_, 47.96, 29.92, 1.79971
_357_, 47.96, 29.92, 1.79971
_359_, 47.96, 29.92, 1.79971
fanout105, 47.96, 29.92, 1.79971
_192_, 61.02, 29.92, 1.79963
_241_, 61.02, 29.92, 1.79963
_276_, 61.02, 29.92, 1.79963
_351_, 61.02, 29.92, 1.79963
_364_, 61.02, 29.92, 1.79963
_382_, 61.02, 29.92, 1.79963
output33, 61.02, 29.92, 1.79963
fanout111, 61.02, 29.92, 1.79963
FILLER_0_7_108, 61.02, 29.92, 1.79963
_272_, 74.08, 29.92, 1.79959
_275_, 74.08, 29.92, 1.79959
_279_, 74.08, 29.92, 1.79959
_280_, 74.08, 29.92, 1.79959
_361_, 74.08, 29.92, 1.79959
_362_, 74.08, 29.92, 1.79959
_363_, 74.08, 29.92, 1.79959
input10, 74.08, 29.92, 1.79959
fanout117, 74.08, 29.92, 1.79959
FILLER_0_7_149, 74.08, 29.92, 1.79959
FILLER_0_7_162, 74.08, 29.92, 1.79959
FILLER_0_8_156, 74.08, 29.92, 1.79959
_181_, 87.14, 29.92, 1.79955
_190_, 87.14, 29.92, 1.79955
_236_, 87.14, 29.92, 1.79955
_271_, 87.14, 29.92, 1.79955
_367_, 87.14, 29.92, 1.79955
_368_, 87.14, 29.92, 1.79955
_372_, 87.14, 29.92, 1.79955
input12, 87.14, 29.92, 1.79955
FILLER_0_6_168, 87.14, 29.92, 1.79955
_188_, 100.2, 29.92, 1.79952
_234_, 100.2, 29.92, 1.79952
_235_, 100.2, 29.92, 1.79952
_321_, 100.2, 29.92, 1.79952
_335_, 100.2, 29.92, 1.79952
_343_, 100.2, 29.92, 1.79952
_370_, 100.2, 29.92, 1.79952
fanout107, 100.2, 29.92, 1.79952
_195_, 113.26, 29.92, 1.7995
_320_, 113.26, 29.92, 1.7995
_324_, 113.26, 29.92, 1.7995
_326_, 113.26, 29.92, 1.7995
_328_, 113.26, 29.92, 1.7995
_330_, 113.26, 29.92, 1.7995
_331_, 113.26, 29.92, 1.7995
_338_, 113.26, 29.92, 1.7995
_437_, 113.26, 29.92, 1.7995
FILLER_0_8_239, 113.26, 29.92, 1.7995
_213_, 126.32, 29.92, 1.7995
_342_, 126.32, 29.92, 1.7995
output55, 126.32, 29.92, 1.7995
output57, 126.32, 29.92, 1.7995
ANTENNA_3, 126.32, 29.92, 1.7995
FILLER_0_7_269, 126.32, 29.92, 1.7995
PHY_EDGE_ROW_4_Left_14, 5.52, 24.48, 1.7999
PHY_EDGE_ROW_5_Left_15, 5.52, 24.48, 1.7999
output64, 5.52, 24.48, 1.7999
output65, 5.52, 24.48, 1.7999
output66, 5.52, 24.48, 1.7999
output67, 5.52, 24.48, 1.7999
PHY_EDGE_ROW_4_Right_4, 139.38, 24.48, 1.79956
PHY_EDGE_ROW_5_Right_5, 139.38, 24.48, 1.79956
output51, 139.38, 24.48, 1.79956
output53, 139.38, 24.48, 1.79956
output83, 139.38, 24.48, 1.79956
FILLER_0_5_281, 139.38, 24.48, 1.79956
_270_, 13.68, 24.48, 1.7999
_273_, 13.68, 24.48, 1.7999
_295_, 13.68, 24.48, 1.7999
_296_, 13.68, 24.48, 1.7999
output85, 13.68, 24.48, 1.7999
FILLER_0_5_15, 13.68, 24.48, 1.7999
_177_, 34.9, 24.48, 1.79983
_185_, 34.9, 24.48, 1.79983
_242_, 34.9, 24.48, 1.79983
_247_, 34.9, 24.48, 1.79983
_355_, 34.9, 24.48, 1.79983
_405_, 34.9, 24.48, 1.79983
_406_, 34.9, 24.48, 1.79983
_413_, 34.9, 24.48, 1.79983
fanout103, 34.9, 24.48, 1.79983
FILLER_0_4_53, 34.9, 24.48, 1.79983
FILLER_0_5_73, 34.9, 24.48, 1.79983
FILLER_0_6_78, 34.9, 24.48, 1.79983
_243_, 47.96, 24.48, 1.79977
_360_, 47.96, 24.48, 1.79977
_374_, 47.96, 24.48, 1.79977
_411_, 47.96, 24.48, 1.79977
_419_, 47.96, 24.48, 1.79977
_444_, 47.96, 24.48, 1.79977
FILLER_0_4_85, 47.96, 24.48, 1.79977
FILLER_0_5_94, 47.96, 24.48, 1.79977
_211_, 61.02, 24.48, 1.79972
_240_, 61.02, 24.48, 1.79972
_283_, 61.02, 24.48, 1.79972
_284_, 61.02, 24.48, 1.79972
_305_, 61.02, 24.48, 1.79972
_358_, 61.02, 24.48, 1.79972
_408_, 61.02, 24.48, 1.79972
_410_, 61.02, 24.48, 1.79972
FILLER_0_5_129, 61.02, 24.48, 1.79972
_180_, 74.08, 24.48, 1.79968
_239_, 74.08, 24.48, 1.79968
_263_, 74.08, 24.48, 1.79968
_268_, 74.08, 24.48, 1.79968
_365_, 74.08, 24.48, 1.79968
_394_, 74.08, 24.48, 1.79968
_395_, 74.08, 24.48, 1.79968
_396_, 74.08, 24.48, 1.79968
fanout98, 74.08, 24.48, 1.79968
FILLER_0_4_135, 74.08, 24.48, 1.79968
FILLER_0_4_144, 74.08, 24.48, 1.79968
_182_, 87.14, 24.48, 1.79965
_232_, 87.14, 24.48, 1.79965
_233_, 87.14, 24.48, 1.79965
_237_, 87.14, 24.48, 1.79965
_238_, 87.14, 24.48, 1.79965
_267_, 87.14, 24.48, 1.79965
_366_, 87.14, 24.48, 1.79965
_371_, 87.14, 24.48, 1.79965
_373_, 87.14, 24.48, 1.79965
FILLER_0_4_166, 87.14, 24.48, 1.79965
FILLER_0_5_181, 87.14, 24.48, 1.79965
_323_, 100.2, 24.48, 1.79961
_332_, 100.2, 24.48, 1.79961
_336_, 100.2, 24.48, 1.79961
_337_, 100.2, 24.48, 1.79961
_369_, 100.2, 24.48, 1.79961
_378_, 100.2, 24.48, 1.79961
fanout116, 100.2, 24.48, 1.79961
FILLER_0_5_193, 100.2, 24.48, 1.79961
_196_, 113.26, 24.48, 1.79958
_322_, 113.26, 24.48, 1.79958
_325_, 113.26, 24.48, 1.79958
_327_, 113.26, 24.48, 1.79958
_329_, 113.26, 24.48, 1.79958
_377_, 113.26, 24.48, 1.79958
fanout102, 113.26, 24.48, 1.79958
fanout113, 113.26, 24.48, 1.79958
FILLER_0_5_221, 113.26, 24.48, 1.79958
_212_, 126.32, 24.48, 1.79956
_318_, 126.32, 24.48, 1.79956
_319_, 126.32, 24.48, 1.79956
_389_, 126.32, 24.48, 1.79956
output37, 126.32, 24.48, 1.79956
output74, 126.32, 24.48, 1.79956
output75, 126.32, 24.48, 1.79956
output78, 126.32, 24.48, 1.79956
output81, 126.32, 24.48, 1.79956
ANTENNA_2, 126.32, 24.48, 1.79956
ANTENNA_5, 126.32, 24.48, 1.79956
FILLER_0_4_259, 126.32, 24.48, 1.79956
