Instance name, X location, Y location, Voltage
_266_, 75.913, 16.32, 0.000347145
_269_, 75.913, 16.32, 0.000347145
_387_, 75.913, 16.32, 0.000347145
_427_, 75.913, 16.32, 0.000347145
FILLER_0_2_149, 75.913, 16.32, 0.000347145
_231_, 88.606, 16.32, 0.000402196
_329_, 88.606, 16.32, 0.000402196
_375_, 88.606, 16.32, 0.000402196
FILLER_0_1_179, 88.606, 16.32, 0.000402196
_173_, 101.3, 16.32, 0.000448235
_233_, 101.3, 16.32, 0.000448235
_235_, 101.3, 16.32, 0.000448235
_373_, 101.3, 16.32, 0.000448235
_389_, 101.3, 16.32, 0.000448235
_429_, 101.3, 16.32, 0.000448235
fanout110, 101.3, 16.32, 0.000448235
_236_, 113.993, 16.32, 0.000493155
_345_, 113.993, 16.32, 0.000493155
_430_, 113.993, 16.32, 0.000493155
_434_, 113.993, 16.32, 0.000493155
output39, 113.993, 16.32, 0.000493155
_195_, 126.686, 16.32, 0.000502125
_196_, 126.686, 16.32, 0.000502125
_337_, 126.686, 16.32, 0.000502125
input14, 126.686, 16.32, 0.000502125
output36, 126.686, 16.32, 0.000502125
fanout102, 126.686, 16.32, 0.000502125
FILLER_0_2_275, 126.686, 16.32, 0.000502125
FILLER_0_3_277, 126.686, 16.32, 0.000502125
_421_, 5.52, 10.88, 0.000306391
_423_, 5.52, 10.88, 0.000306391
PHY_EDGE_ROW_0_Left_10, 5.52, 10.88, 0.000306391
output38, 5.52, 10.88, 0.000306391
PHY_EDGE_ROW_0_Right_0, 139.38, 10.88, 0.00116605
output35, 139.38, 10.88, 0.00116605
_381_, 15.33, 10.88, 0.000264347
_188_, 37.833, 10.88, 0.000370676
_303_, 37.833, 10.88, 0.000370676
_305_, 37.833, 10.88, 0.000370676
_359_, 37.833, 10.88, 0.000370676
input15, 37.833, 10.88, 0.000370676
input16, 37.833, 10.88, 0.000370676
output42, 37.833, 10.88, 0.000370676
output43, 37.833, 10.88, 0.000370676
_217_, 50.526, 10.88, 0.000510084
_218_, 50.526, 10.88, 0.000510084
_306_, 50.526, 10.88, 0.000510084
_386_, 50.526, 10.88, 0.000510084
input17, 50.526, 10.88, 0.000510084
output44, 50.526, 10.88, 0.000510084
FILLER_0_0_100, 50.526, 10.88, 0.000510084
FILLER_0_0_109, 50.526, 10.88, 0.000510084
FILLER_0_1_106, 50.526, 10.88, 0.000510084
_189_, 63.22, 10.88, 0.000645167
_307_, 63.22, 10.88, 0.000645167
_308_, 63.22, 10.88, 0.000645167
_420_, 63.22, 10.88, 0.000645167
input18, 63.22, 10.88, 0.000645167
output45, 63.22, 10.88, 0.000645167
output46, 63.22, 10.88, 0.000645167
FILLER_0_0_123, 63.22, 10.88, 0.000645167
FILLER_0_0_129, 63.22, 10.88, 0.000645167
_225_, 75.913, 10.88, 0.000771197
_228_, 75.913, 10.88, 0.000771197
_309_, 75.913, 10.88, 0.000771197
input19, 75.913, 10.88, 0.000771197
output47, 75.913, 10.88, 0.000771197
FILLER_0_0_160, 75.913, 10.88, 0.000771197
FILLER_0_1_157, 75.913, 10.88, 0.000771197
_310_, 88.606, 10.88, 0.000892841
_311_, 88.606, 10.88, 0.000892841
_388_, 88.606, 10.88, 0.000892841
_428_, 88.606, 10.88, 0.000892841
input20, 88.606, 10.88, 0.000892841
input21, 88.606, 10.88, 0.000892841
output48, 88.606, 10.88, 0.000892841
FILLER_0_0_190, 88.606, 10.88, 0.000892841
_193_, 101.3, 10.88, 0.0010087
_232_, 101.3, 10.88, 0.0010087
_312_, 101.3, 10.88, 0.0010087
_313_, 101.3, 10.88, 0.0010087
_390_, 101.3, 10.88, 0.0010087
input22, 101.3, 10.88, 0.0010087
output49, 101.3, 10.88, 0.0010087
output50, 101.3, 10.88, 0.0010087
output73, 101.3, 10.88, 0.0010087
_302_, 113.993, 10.88, 0.00111272
